date,currency,rate
2023-10-05,BRL,5.459519693704079
2023-10-06,BRL,5.539257742795533
2023-10-07,BRL,5.560113663908388
2023-10-08,BRL,5.564231661021331
2023-10-09,BRL,5.517770068064233
2023-10-10,BRL,5.552300634032311
2023-10-11,BRL,5.4726419092147305
2023-10-12,BRL,5.480692246052228
2023-10-13,BRL,5.506996304580062
2023-10-14,BRL,5.486945468991618
2023-10-15,BRL,5.548606771673332
2023-10-16,BRL,5.505371181348247
2023-10-17,BRL,5.554026859531045
2023-10-18,BRL,5.535352960969649
2023-10-19,BRL,5.498147244428312
2023-10-20,BRL,5.4844786746099645
2023-10-21,BRL,5.518069971301636
2023-10-22,BRL,5.563893768692044
2023-10-23,BRL,5.484672841495944
2023-10-24,BRL,5.514813647507625
2023-10-25,BRL,5.540812893268512
2023-10-26,BRL,5.458333889589673
2023-10-27,BRL,5.542096519587975
2023-10-28,BRL,5.533021769036856
2023-10-29,BRL,5.5184312086165
2023-10-30,BRL,5.513467945938175
2023-10-31,BRL,5.528716821129077
2023-11-01,BRL,5.551082340656913
2023-11-02,BRL,5.4826631676519915
2023-11-03,BRL,5.501129506317467
2023-11-04,BRL,5.560180910392315
2023-11-05,BRL,5.486066399282533
2023-11-06,BRL,5.4970227409651535
2023-11-07,BRL,5.5301170822565515
2023-11-08,BRL,5.534984229840882
2023-11-09,BRL,5.5514669217929296
2023-11-10,BRL,5.435021500290666
2023-11-11,BRL,5.507209548808562
2023-11-12,BRL,5.530157316119399
2023-11-13,BRL,5.528540928755223
2023-11-14,BRL,5.554213792661877
2023-11-15,BRL,5.484683055034755
2023-11-16,BRL,5.527591707511119
2023-11-17,BRL,5.479595836419972
2023-11-18,BRL,5.4844400837813705
2023-11-19,BRL,5.438763956453558
2023-11-20,BRL,5.557260849315813
2023-11-21,BRL,5.531508214501841
2023-11-22,BRL,5.519358473744739
2023-11-23,BRL,5.447815239253695
2023-11-24,BRL,5.560846927183728
2023-11-25,BRL,5.507019833654813
2023-11-26,BRL,5.548072096780046
2023-11-27,BRL,5.533772022158093
2023-11-28,BRL,5.561595142735186
2023-11-29,BRL,5.527858580877442
2023-11-30,BRL,5.474618846162996
2023-12-01,BRL,5.487059300959529
2023-12-02,BRL,5.5332287647083715
2023-12-03,BRL,5.45036247206795
2023-12-04,BRL,5.493121515717753
2023-12-05,BRL,5.5574385145915794
2023-12-06,BRL,5.4835181407865
2023-12-07,BRL,5.498401921248022
2023-12-08,BRL,5.474546438862048
2023-12-09,BRL,5.483039261295225
2023-12-10,BRL,5.544777253497811
2023-12-11,BRL,5.474339304587963
2023-12-12,BRL,5.520419422127104
2023-12-13,BRL,5.495013645655159
2023-12-14,BRL,5.481964875461412
2023-12-15,BRL,5.4334111466121975
2023-12-16,BRL,5.446113088162973
2023-12-17,BRL,5.432188572714859
2023-12-18,BRL,5.563422096798119
2023-12-19,BRL,5.505206832172689
2023-12-20,BRL,5.483190044560672
2023-12-21,BRL,5.561372522367496
2023-12-22,BRL,5.436623437068966
2023-12-23,BRL,5.511811566377679
2023-12-24,BRL,5.433798552546719
2023-12-25,BRL,5.5164024556161095
2023-12-26,BRL,5.552352720411852
2023-12-27,BRL,5.46617667834898
2023-12-28,BRL,5.561703138152255
2023-12-29,BRL,5.508776787872304
2023-12-30,BRL,5.433471447419881
2023-12-31,BRL,5.437586751731046
2024-01-01,BRL,5.496616700002027
2024-01-02,BRL,5.558928750309237
2024-01-03,BRL,5.5161992181715025
2024-01-04,BRL,5.56118037745152
2024-01-05,BRL,5.554972675227033
2024-01-06,BRL,5.55921033658956
2024-01-07,BRL,5.500899323860225
2024-01-08,BRL,5.551348097351901
2024-01-09,BRL,5.518190079527894
2024-01-10,BRL,5.504132413973142
2024-01-11,BRL,5.529482695857865
2024-01-12,BRL,5.466943093947904
2024-01-13,BRL,5.491557529158074
2024-01-14,BRL,5.437852147940489
2024-01-15,BRL,5.4860751221223945
2024-01-16,BRL,5.563863338917795
2024-01-17,BRL,5.490035753329446
2024-01-18,BRL,5.4423229737094845
2024-01-19,BRL,5.446174086962145
2024-01-20,BRL,5.519406286967518
2024-01-21,BRL,5.455357601819257
2024-01-22,BRL,5.553949331963448
2024-01-23,BRL,5.514012684273562
2024-01-24,BRL,5.514343991493192
2024-01-25,BRL,5.4882082428334105
2024-01-26,BRL,5.563755077591805
2024-01-27,BRL,5.547093479069215
2024-01-28,BRL,5.476921977026796
2024-01-29,BRL,5.49906416077073
2024-01-30,BRL,5.535482905846992
2024-01-31,BRL,5.495832053229412
2024-02-01,BRL,5.51358824250891
2024-02-02,BRL,5.510209022852449
2024-02-03,BRL,5.475729284407103
2024-02-04,BRL,5.561731988269814
2024-02-05,BRL,5.4917804991469295
2024-02-06,BRL,5.468554745313396
2024-02-07,BRL,5.503609875164333
2024-02-08,BRL,5.488835187520607
2024-02-09,BRL,5.511232983503009
2024-02-10,BRL,5.500302515250817
2024-02-11,BRL,5.523184376949862
2024-02-12,BRL,5.489731074053113
2024-02-13,BRL,5.545078901931802
2024-02-14,BRL,5.517140760809602
2024-02-15,BRL,5.483878844237694
2024-02-16,BRL,5.471238645284752
2024-02-17,BRL,5.5406619124380985
2024-02-18,BRL,5.448428248462691
2024-02-19,BRL,5.461152262102693
2024-02-20,BRL,5.489046803119678
2024-02-21,BRL,5.513083079896297
2024-02-22,BRL,5.533726036618216
2024-02-23,BRL,5.462962246563531
2024-02-24,BRL,5.534532939079172
2024-02-25,BRL,5.546928912502183
2024-02-26,BRL,5.485550443312601
2024-02-27,BRL,5.483863686375975
2024-02-28,BRL,5.546087638168497
2024-02-29,BRL,5.552544341535828
2024-03-01,BRL,5.488973296411329
2024-03-02,BRL,5.4958984216851405
2024-03-03,BRL,5.4909714493958095
2024-03-04,BRL,5.528923208996734
2024-03-05,BRL,5.441296545896995
2024-03-06,BRL,5.468267363883064
2024-03-07,BRL,5.555986391736001
2024-03-08,BRL,5.49066979028113
2024-03-09,BRL,5.538721730238936
2024-03-10,BRL,5.461600817646489
2024-03-11,BRL,5.433768574344029
2024-03-12,BRL,5.482219956249723
2024-03-13,BRL,5.49334204547722
2024-03-14,BRL,5.4589307799891
2024-03-15,BRL,5.435409460485228
2024-03-16,BRL,5.471016195668026
2024-03-17,BRL,5.445105584824726
2024-03-18,BRL,5.453093969933681
2024-03-19,BRL,5.508609211782529
2024-03-20,BRL,5.533371604548976
2024-03-21,BRL,5.455365626825213
2024-03-22,BRL,5.537205664544685
2024-03-23,BRL,5.471088016787281
2024-03-24,BRL,5.47259881688354
2024-03-25,BRL,5.497556459572633
2024-03-26,BRL,5.475169596356454
2024-03-27,BRL,5.486563867760821
2024-03-28,BRL,5.519153393222497
2024-03-29,BRL,5.478752442840338
2024-03-30,BRL,5.441858861675998
2024-03-31,BRL,5.463519346906489
2024-04-01,BRL,5.461503632855396
2024-04-02,BRL,5.474792402045699
2024-04-03,BRL,5.456442781428062
2024-04-04,BRL,5.468700072060447
2024-04-05,BRL,5.50732352414296
2024-04-06,BRL,5.5347286469184285
2024-04-07,BRL,5.522048525209813
2024-04-08,BRL,5.547984171467278
2024-04-09,BRL,5.510552264335654
2024-04-10,BRL,5.48638469094988
2024-04-11,BRL,5.462052814686979
2024-04-12,BRL,5.537084541059923
2024-04-13,BRL,5.456090736426021
2024-04-14,BRL,5.486213783516114
2024-04-15,BRL,5.455144301387257
2024-04-16,BRL,5.541688304005552
2024-04-17,BRL,5.438747341334036
2024-04-18,BRL,5.473171964497712
2024-04-19,BRL,5.474556291961106
2024-04-20,BRL,5.507442984064868
2024-04-21,BRL,5.53854113386341
2024-04-22,BRL,5.559068929685962
2024-04-23,BRL,5.454016746638356
2024-04-24,BRL,5.436737149054047
2024-04-25,BRL,5.456380811796622
2024-04-26,BRL,5.523750467165067
2024-04-27,BRL,5.506994892479623
2024-04-28,BRL,5.4547645319003255
2024-04-29,BRL,5.553285009232606
2024-04-30,BRL,5.513813841469515
2024-05-01,BRL,5.51033818369556
2024-05-02,BRL,5.4487550905794295
2024-05-03,BRL,5.53575772226051
2024-05-04,BRL,5.5622966012929576
2024-05-05,BRL,5.504995170659174
2024-05-06,BRL,5.464206831112509
2024-05-07,BRL,5.548276556653753
2024-05-08,BRL,5.439797217196261
2024-05-09,BRL,5.4891148804373255
2024-05-10,BRL,5.535203014967285
2024-05-11,BRL,5.468908738464582
2024-05-12,BRL,5.559406149236775
2024-05-13,BRL,5.511278581967148
2024-05-14,BRL,5.4863559507267965
2024-05-15,BRL,5.433945572203577
2024-05-16,BRL,5.529324092932966
2024-05-17,BRL,5.495537197932605
2024-05-18,BRL,5.536983999282644
2024-05-19,BRL,5.5510826398507085
2024-05-20,BRL,5.489508702581833
2024-05-21,BRL,5.509535934741118
2024-05-22,BRL,5.512184671734179
2024-05-23,BRL,5.514827440747815
2024-05-24,BRL,5.435563737448418
2024-05-25,BRL,5.479688344080399
2024-05-26,BRL,5.53150837161683
2024-05-27,BRL,5.43801381065067
2024-05-28,BRL,5.514862121961773
2024-05-29,BRL,5.449309757484039
2024-05-30,BRL,5.5039512756475215
2024-05-31,BRL,5.458314266635956
2024-06-01,BRL,5.504485432586116
2024-06-02,BRL,5.496520200198966
2024-06-03,BRL,5.54889443841211
2024-06-04,BRL,5.438061434399889
2024-06-05,BRL,5.490258682354639
2024-06-06,BRL,5.4446099650961095
2024-06-07,BRL,5.534776524651623
2024-06-08,BRL,5.517921458373849
2024-06-09,BRL,5.496585021577923
2024-06-10,BRL,5.515814199208372
2024-06-11,BRL,5.5072153346880794
2024-06-12,BRL,5.486854836676285
2024-06-13,BRL,5.435749078255409
2024-06-14,BRL,5.507417723586125
2024-06-15,BRL,5.463745885266871
2024-06-16,BRL,5.451361713873592
2024-06-17,BRL,5.456653194347419
2024-06-18,BRL,5.540080938207557
2024-06-19,BRL,5.480399215789944
2024-06-20,BRL,5.468175554208625
2024-06-21,BRL,5.472333397292958
2024-06-22,BRL,5.4948086085804055
2024-06-23,BRL,5.489279014387748
2024-06-24,BRL,5.466895061000418
2024-06-25,BRL,5.450264244359015
2024-06-26,BRL,5.437734045196996
2024-06-27,BRL,5.535660833366339
2024-06-28,BRL,5.435591075467039
2024-06-29,BRL,5.445285103574637
2024-06-30,BRL,5.51662066686231
2024-07-01,BRL,5.522445436242322
2024-07-02,BRL,5.544422991375696
2024-07-03,BRL,5.501397753547487
2024-07-04,BRL,5.55757524474749
2024-07-05,BRL,5.503159448624198
2024-07-06,BRL,5.555367558064492
2024-07-07,BRL,5.501052929274338
2024-07-08,BRL,5.459581363623466
2024-07-09,BRL,5.510984141550003
2024-07-10,BRL,5.548379224295682
2024-07-11,BRL,5.507073275046539
2024-07-12,BRL,5.49635244726027
2024-07-13,BRL,5.438020417799195
2024-07-14,BRL,5.557346091769679
2024-07-15,BRL,5.443367157779229
2024-07-16,BRL,5.4966272184295475
2024-07-17,BRL,5.503161194079872
2024-07-18,BRL,5.434474544479548
2024-07-19,BRL,5.494768089560816
2024-07-20,BRL,5.539571150611234
2024-07-21,BRL,5.532082509733296
2024-07-22,BRL,5.549784569226063
2024-07-23,BRL,5.53642958588415
2024-07-24,BRL,5.53209256101512
2024-07-25,BRL,5.562745369516233
2024-07-26,BRL,5.468958365661122
2024-07-27,BRL,5.436584250917682
2024-07-28,BRL,5.4502316572833145
2024-07-29,BRL,5.547592738987464
2024-07-30,BRL,5.5636410609857725
2024-07-31,BRL,5.453674125253858
2024-08-01,BRL,5.451612256437206
2024-08-02,BRL,5.528568936776938
2024-08-03,BRL,5.526926376534734
2024-08-04,BRL,5.545858145634723
2024-08-05,BRL,5.539480265291069
2024-08-06,BRL,5.509007164735193
2024-08-07,BRL,5.527504342531134
2024-08-08,BRL,5.521450373657309
2024-08-09,BRL,5.544795588032214
2024-08-10,BRL,5.5268900690812925
2024-08-11,BRL,5.556433886516
2024-08-12,BRL,5.5271339930927175
2024-08-13,BRL,5.5568858871071765
2024-08-14,BRL,5.5447273417383
2024-08-15,BRL,5.467701994835011
2024-08-16,BRL,5.517974654969284
2024-08-17,BRL,5.4832709422631805
2024-08-18,BRL,5.5449670346056275
2024-08-19,BRL,5.443962847962597
2024-08-20,BRL,5.447456284819793
2024-08-21,BRL,5.4669625454639625
2024-08-22,BRL,5.518936753598393
2024-08-23,BRL,5.535295390341796
2024-08-24,BRL,5.54718655653926
2024-08-25,BRL,5.455698017318865
2024-08-26,BRL,5.443452087869856
2024-08-27,BRL,5.540375957098515
2024-08-28,BRL,5.481024364910512
2024-08-29,BRL,5.503972325014782
2024-08-30,BRL,5.530129539090084
2024-08-31,BRL,5.442713682353061
2024-09-01,BRL,5.468618849148837
2024-09-02,BRL,5.4458085066282145
2024-09-03,BRL,5.5149473937711315
2024-09-04,BRL,5.497986720039766
2024-09-05,BRL,5.484128267185486
2024-09-06,BRL,5.544238467164613
2024-09-07,BRL,5.508060315404916
2024-09-08,BRL,5.549040643118101
2024-09-09,BRL,5.535911524066625
2024-09-10,BRL,5.504434025586269
2024-09-11,BRL,5.497264545016717
2024-09-12,BRL,5.500600820711811
2024-09-13,BRL,5.463981805584837
2024-09-14,BRL,5.475038161044124
2024-09-15,BRL,5.552927425933552
2024-09-16,BRL,5.475550329296453
2024-09-17,BRL,5.560955318482723
2024-09-18,BRL,5.481004159324198
2024-09-19,BRL,5.486966196073418
2024-09-20,BRL,5.48619702404849
2024-09-21,BRL,5.530443403211557
2024-09-22,BRL,5.558606102166427
2024-09-23,BRL,5.511788520943272
2024-09-24,BRL,5.549308387270167
2024-09-25,BRL,5.522944345679662
2024-09-26,BRL,5.442008268722777
2024-09-27,BRL,5.486111103795765
2024-09-28,BRL,5.53154597658455
2024-09-29,BRL,5.548037155874602
2024-09-30,BRL,5.5201295242287305
2024-10-01,BRL,5.484054266345866
2024-10-02,BRL,5.524091308422837
2024-10-03,BRL,5.500007458021429
2024-10-04,BRL,5.480515326478811
2024-10-05,BRL,5.507176587839432
2024-10-06,BRL,5.521364299029949
2024-10-07,BRL,5.451847260392916
2024-10-08,BRL,5.544833248630082
2024-10-09,BRL,5.529685210172865
2024-10-10,BRL,5.563167975230841
2024-10-11,BRL,5.4721495422288156
2024-10-12,BRL,5.483851582376103
2024-10-13,BRL,5.504002634211876
2024-10-14,BRL,5.4703617150020305
2024-10-15,BRL,5.460266451101208
2024-10-16,BRL,5.528063409722866
2024-10-17,BRL,5.4814231836998895
2024-10-18,BRL,5.50859972758533
2024-10-19,BRL,5.434959580353943
2024-10-20,BRL,5.521519070467605
2024-10-21,BRL,5.539115661879242
2024-10-22,BRL,5.49524569453213
2024-10-23,BRL,5.478920365216088
2024-10-24,BRL,5.5443445007676
2024-10-25,BRL,5.480719181991835
2024-10-26,BRL,5.454739818379067
2024-10-27,BRL,5.513627845588654
2024-10-28,BRL,5.506252738130115
2024-10-29,BRL,5.441284773007736
2024-10-30,BRL,5.534996961406428
2024-10-31,BRL,5.49577929556468
2024-11-01,BRL,5.5026594597560985
2024-11-02,BRL,5.523260600984284
2024-11-03,BRL,5.562690488232461
2024-11-04,BRL,5.483632028710636
2024-11-05,BRL,5.481474401073286
2024-11-06,BRL,5.519041050122429
2024-11-07,BRL,5.4335863665041675
2024-11-08,BRL,5.563995876253748
2024-11-09,BRL,5.475595614731172
2024-11-10,BRL,5.439484953806993
2024-11-11,BRL,5.496506013389625
2024-11-12,BRL,5.501171488537988
2024-11-13,BRL,5.440011776534062
2024-11-14,BRL,5.456180724618871
2024-11-15,BRL,5.4613180747002685
2024-11-16,BRL,5.451457443286102
2024-11-17,BRL,5.488956376428555
2024-11-18,BRL,5.516759955252537
2024-11-19,BRL,5.468975843978775
2024-11-20,BRL,5.508347027328222
2024-11-21,BRL,5.543261959831582
2024-11-22,BRL,5.435354227736923
2024-11-23,BRL,5.55513124491493
2024-11-24,BRL,5.443864266204088
2024-11-25,BRL,5.535267829641923
2024-11-26,BRL,5.453716573978324
2024-11-27,BRL,5.464233376674601
2024-11-28,BRL,5.455692867953181
2024-11-29,BRL,5.4894181741127
2024-11-30,BRL,5.519741338592006
2024-12-01,BRL,5.454015984172167
2024-12-02,BRL,5.495245147652752
2024-12-03,BRL,5.465054892404522
2024-12-04,BRL,5.50872905317663
2024-12-05,BRL,5.5052722753369245
2024-12-06,BRL,5.543128157347179
2024-12-07,BRL,5.462930301772703
2024-12-08,BRL,5.562660397125619
2024-12-09,BRL,5.5092632549144405
2024-12-10,BRL,5.490773184668502
2024-12-11,BRL,5.535351127474883
2024-12-12,BRL,5.479784331877822
2024-12-13,BRL,5.544223008099636
2024-12-14,BRL,5.53121481150527
2024-12-15,BRL,5.53501623922725
2024-12-16,BRL,5.494529035705051
2024-12-17,BRL,5.486367572233958
2024-12-18,BRL,5.562004947264482
2024-12-19,BRL,5.525063148817968
2024-12-20,BRL,5.488350570112683
2024-12-21,BRL,5.5038966173668245
2024-12-22,BRL,5.458360050427513
2024-12-23,BRL,5.545788004008519
2024-12-24,BRL,5.52105354385499
2024-12-25,BRL,5.503635364230013
2024-12-26,BRL,5.502865881488294
2024-12-27,BRL,5.516052886965517
2024-12-28,BRL,5.4936484418260365
2024-12-29,BRL,5.50235994972325
2024-12-30,BRL,5.451383372587722
2024-12-31,BRL,5.458812191600993
